Posted Date,Type,Description,Amount,Account,Notes,Balance,Raw Description
2024-01-09T06:00:00+00,transfer,INTERNET/PHONE TRSFR TO ACC XXXXXXX0625 DATE: 01-09-24 TIME: 12:44:26,-374.85,0617,,2214.12,INTERNET/PHONE TRSFR TO ACC XXXXXXX0625 DATE: 01-09-24 TIME: 12:44:26
2024-01-10T06:00:00+00,deposit,PREAUTHORIZED CREDIT Square Inc 240110P2 240110 L208851111205,262.35,0617,,2476.47,PREAUTHORIZED CREDIT Square Inc 240110P2 240110 L208851111205
2024-01-11T06:00:00+00,deposit,PREAUTHORIZED CREDIT Square Inc 240111P2 240111 L208851288491,232.00,0617,,2708.47,PREAUTHORIZED CREDIT Square Inc 240111P2 240111 L208851288491
2024-01-12T06:00:00+00,deposit,PREAUTHORIZED CREDIT NORIDIAN AZUTMT HCCLAIMPMT 896065907*12623260 76~,153.54,0617,,2862.01,PREAUTHORIZED CREDIT NORIDIAN AZUTMT HCCLAIMPMT 896065907*12623260 76~
2024-01-12T06:00:00+00,deposit,PREAUTHORIZED CREDIT Square Inc 240112P2 240112 L208851475690,333.28,0617,,3195.29,PREAUTHORIZED CREDIT Square Inc 240112P2 240112 L208851475690
2024-01-16T06:00:00+00,deposit,PREAUTHORIZED CREDIT Square Inc 240116P2 240116 L208852046973,77.68,0617,,3272.97,PREAUTHORIZED CREDIT Square Inc 240116P2 240116 L208852046973
2024-01-16T06:00:00+00,transfer,INTERNET/PHONE TRSFR TO ACC XXXXXXX0625 DATE: 01-15-24 TIME: 16:54:04,-1018.21,0617,,2254.76,INTERNET/PHONE TRSFR TO ACC XXXXXXX0625 DATE: 01-15-24 TIME: 16:54:04
2024-01-17T06:00:00+00,deposit,PREAUTHORIZED CREDIT Square Inc 240117P2 240117 L208852213164,121.67,0617,,2376.43,PREAUTHORIZED CREDIT Square Inc 240117P2 240117 L208852213164
2024-01-18T06:00:00+00,deposit,PREAUTHORIZED CREDIT PGBA TRICARE TA4 HCCLAIMPMT 5108482011TA4*1571 132733*000000000HE ALTH CARE CLAIM PA YMENT/ADVICE 835~,102.30,0617,,2478.73,PREAUTHORIZED CREDIT PGBA TRICARE TA4 HCCLAIMPMT 5108482011TA4*1571 132733*000000000HE ALTH CARE CLAIM PA YMENT/ADVICE 835~
2024-01-18T06:00:00+00,deposit,PREAUTHORIZED CREDIT Square Inc 240118P2 240118 L208852403977,207.54,0617,,2686.27,PREAUTHORIZED CREDIT Square Inc 240118P2 240118 L208852403977
2024-01-18T06:00:00+00,deposit,PREAUTHORIZED CREDIT PAY PLUS HCCLAIMPMT 441989343*18701892 37\\,131.82,0617,,2818.09,PREAUTHORIZED CREDIT PAY PLUS HCCLAIMPMT 441989343*18701892 37\\
2024-01-18T06:00:00+00,transfer,INTERNET/PHONE TRSFR TO ACC XXXXXXX0625 DATE: 01-18-24 TIME: 07:39:10,-541.71,0617,,2276.38,INTERNET/PHONE TRSFR TO ACC XXXXXXX0625 DATE: 01-18-24 TIME: 07:39:10
2024-01-19T06:00:00+00,deposit,PREAUTHORIZED CREDIT Square Inc 240119P2 240119 L208852598292,109.68,0617,,2386.06,PREAUTHORIZED CREDIT Square Inc 240119P2 240119 L208852598292
2024-01-19T06:00:00+00,withdrawal,PREAUTHORIZED WD PAY PLUS ACHTrans FeeTransfer REF#12 475605,-23.71,0617,,2362.35,PREAUTHORIZED WD PAY PLUS ACHTrans FeeTransfer REF#12 475605
2024-01-22T06:00:00+00,deposit,PREAUTHORIZED CREDIT PAY PLUS HCCLAIMPMT 442650470*13919952 76\\,272.55,0617,,2634.90,PREAUTHORIZED CREDIT PAY PLUS HCCLAIMPMT 442650470*13919952 76\\
2024-01-22T06:00:00+00,deposit,PREAUTHORIZED CREDIT AETNA AS01 HCCLAIMPMT 882401601047856*10 66033492\\,133.92,0617,,2768.82,PREAUTHORIZED CREDIT AETNA AS01 HCCLAIMPMT 882401601047856*10 66033492\\
2024-01-23T06:00:00+00,transfer,INTERNET/PHONE TRSFR TO ACC XXXXXXX0625 DATE: 01-23-24 TIME: 12:17:48,-496.34,0617,,2272.48,INTERNET/PHONE TRSFR TO ACC XXXXXXX0625 DATE: 01-23-24 TIME: 12:17:48
2024-01-23T06:00:00+00,withdrawal,PREAUTHORIZED WD PAY PLUS ACHTrans FeeTransfer REF#12 796689,-35.00,0617,,2237.48,PREAUTHORIZED WD PAY PLUS ACHTrans FeeTransfer REF#12 796689
2024-01-24T06:00:00+00,deposit,PREAUTHORIZED CREDIT Square Inc 240124P2 240124 L208853368310,314.49,0617,,2551.97,PREAUTHORIZED CREDIT Square Inc 240124P2 240124 L208853368310
2024-01-25T06:00:00+00,deposit,PREAUTHORIZED CREDIT Square Inc 240125P2 240125 L208853540256,226.96,0617,,2778.93,PREAUTHORIZED CREDIT Square Inc 240125P2 240125 L208853540256
2024-01-25T06:00:00+00,transfer,INTERNET/PHONE TRSFR TO ACC XXXXXXX0625 DATE: 01-25-24 TIME: 17:46:35,-520.67,0617,,2258.26,INTERNET/PHONE TRSFR TO ACC XXXXXXX0625 DATE: 01-25-24 TIME: 17:46:35
2024-01-26T06:00:00+00,deposit,PREAUTHORIZED CREDIT Square Inc 240126P2 240126 L208853734682,171.11,0617,,2429.37,PREAUTHORIZED CREDIT Square Inc 240126P2 240126 L208853734682
2024-01-29T06:00:00+00,transfer,INTERNET/PHONE TRSFR TO ACC XXXXXXX0625 DATE: 01-29-24 TIME: 20:49:21,-164.54,0617,,2264.83,INTERNET/PHONE TRSFR TO ACC XXXXXXX0625 DATE: 01-29-24 TIME: 20:49:21
2024-01-30T06:00:00+00,deposit,PREAUTHORIZED CREDIT Square Inc 240130P2 240130 L208854349340,131.46,0617,,2396.29,PREAUTHORIZED CREDIT Square Inc 240130P2 240130 L208854349340
2024-01-31T06:00:00+00,deposit,PREAUTHORIZED CREDIT Square Inc 240131P2 240131 L208854540811,338.88,0617,,2735.17,PREAUTHORIZED CREDIT Square Inc 240131P2 240131 L208854540811
2024-01-31T06:00:00+00,fee,SERVICE CHARGE MONTHLY,-35.00,0617,,2700.17,SERVICE CHARGE MONTHLY
2024-01-31T06:00:00+00,transfer,INTERNET/PHONE TRSFR TO ACC XXXXXXX0625 DATE: 01-31-24 TIME: 18:01:52,-452.29,0617,,2247.88,INTERNET/PHONE TRSFR TO ACC XXXXXXX0625 DATE: 01-31-24 TIME: 18:01:52
2024-02-01T06:00:00+00,deposit,PREAUTHORIZED CREDIT PGBA TRICARE TR4 HCCLAIMPMT 5206250029TR4*1571 132733*000000000HE ALTH CARE CLAIM PA YMENT/ADVICE 835~,231.44,0617,,2479.32,PREAUTHORIZED CREDIT PGBA TRICARE TR4 HCCLAIMPMT 5206250029TR4*1571 132733*000000000HE ALTH CARE CLAIM PA YMENT/ADVICE 835~
2024-02-01T06:00:00+00,deposit,PREAUTHORIZED CREDIT Square Inc 240201P2 240201 L208854705129,90.96,0617,,2570.28,PREAUTHORIZED CREDIT Square Inc 240201P2 240201 L208854705129
2024-02-01T06:00:00+00,transfer,INTERNET/PHONE TRSFR TO ACC XXXXXXX0625 DATE: 02-01-24 TIME: 07:58:49,-310.03,0617,,2260.25,INTERNET/PHONE TRSFR TO ACC XXXXXXX0625 DATE: 02-01-24 TIME: 07:58:49
2024-02-02T06:00:00+00,deposit,PREAUTHORIZED CREDIT Square Inc 240202P2 240202 L208854922631,230.34,0617,,2490.59,PREAUTHORIZED CREDIT Square Inc 240202P2 240202 L208854922631
2024-02-02T06:00:00+00,transfer,INTERNET/PHONE TRSFR TO ACC XXXXXXX0625 DATE: 02-02-24 TIME: 13:48:56,-221.50,0617,,2269.09,INTERNET/PHONE TRSFR TO ACC XXXXXXX0625 DATE: 02-02-24 TIME: 13:48:56
2024-02-05T06:00:00+00,deposit,PREAUTHORIZED CREDIT Square Inc 240205P2 240205 L208855240452,177.98,0617,,2447.07,PREAUTHORIZED CREDIT Square Inc 240205P2 240205 L208855240452
2024-02-05T06:00:00+00,transfer,INTERNET/PHONE TRSFR TO ACC XXXXXXX0625 DATE: 02-05-24 TIME: 11:48:47,-171.15,0617,,2275.92,INTERNET/PHONE TRSFR TO ACC XXXXXXX0625 DATE: 02-05-24 TIME: 11:48:47
2024-02-06T06:00:00+00,deposit,PREAUTHORIZED CREDIT Square Inc 240206P2 240206 L208855418239,138.73,0617,,2414.65,PREAUTHORIZED CREDIT Square Inc 240206P2 240206 L208855418239
2024-02-06T06:00:00+00,deposit,PREAUTHORIZED CREDIT AETNA A04 HCCLAIMPMT 824032000246630*10 66033492\\,105.61,0617,,2520.26,PREAUTHORIZED CREDIT AETNA A04 HCCLAIMPMT 824032000246630*10 66033492\\
2024-02-06T06:00:00+00,deposit,PREAUTHORIZED CREDIT AETNA AS01 HCCLAIMPMT 824032000246631*10 66033492\\,116.67,0617,,2636.93,PREAUTHORIZED CREDIT AETNA AS01 HCCLAIMPMT 824032000246631*10 66033492\\
2024-02-06T06:00:00+00,transfer,INTERNET/PHONE TRSFR TO ACC XXXXXXX0625 DATE: 02-06-24 TIME: 07:36:02,-347.16,0617,,2289.77,INTERNET/PHONE TRSFR TO ACC XXXXXXX0625 DATE: 02-06-24 TIME: 07:36:02
2024-02-07T06:00:00+00,deposit,PREAUTHORIZED CREDIT NORIDIAN AZUTMT HCCLAIMPMT 896128912*12623260 76~,91.61,0617,,2381.38,PREAUTHORIZED CREDIT NORIDIAN AZUTMT HCCLAIMPMT 896128912*12623260 76~
2024-02-07T06:00:00+00,deposit,PREAUTHORIZED CREDIT HUMANA INS CO HCCLAIMPMT 126063745240205*13 91263473\\,176.53,0617,,2557.91,PREAUTHORIZED CREDIT HUMANA INS CO HCCLAIMPMT 126063745240205*13 91263473\\
2024-02-07T06:00:00+00,deposit,PREAUTHORIZED CREDIT Square Inc 240207P2 240207 L208855604770,214.60,0617,,2772.51,PREAUTHORIZED CREDIT Square Inc 240207P2 240207 L208855604770
2024-02-07T06:00:00+00,deposit,PREAUTHORIZED CREDIT PAY PLUS HCCLAIMPMT 450906868*18607857 90\\,121.46,0617,,2893.97,PREAUTHORIZED CREDIT PAY PLUS HCCLAIMPMT 450906868*18607857 90\\
2024-02-07T06:00:00+00,deposit,PREAUTHORIZED CREDIT PAY PLUS HCCLAIMPMT 450906639*18607857 90\\,132.56,0617,,3026.53,PREAUTHORIZED CREDIT PAY PLUS HCCLAIMPMT 450906639*18607857 90\\
2024-02-07T06:00:00+00,deposit,PREAUTHORIZED CREDIT PGBA TRICARE TR4 HCCLAIMPMT 5216494033TR4*1571 132733*000000000HE ALTH CARE CLAIM PA YMENT/ADVICE 835~,126.85,0617,,3153.38,PREAUTHORIZED CREDIT PGBA TRICARE TR4 HCCLAIMPMT 5216494033TR4*1571 132733*000000000HE ALTH CARE CLAIM PA YMENT/ADVICE 835~
2024-02-07T06:00:00+00,transfer,INTERNET/PHONE TRSFR TO ACC XXXXXXX0625 DATE: 02-07-24 TIME: 06:07:37,-830.47,0617,,2322.91,INTERNET/PHONE TRSFR TO ACC XXXXXXX0625 DATE: 02-07-24 TIME: 06:07:37
2024-02-08T06:00:00+00,deposit,PREAUTHORIZED CREDIT HUMANA INS CO HCCLAIMPMT 126147490240206*13 91263473\\,101.30,0617,,2424.21,PREAUTHORIZED CREDIT HUMANA INS CO HCCLAIMPMT 126147490240206*13 91263473\\
2024-02-08T06:00:00+00,deposit,PREAUTHORIZED CREDIT NORIDIAN AZUTMT HCCLAIMPMT 896132663*12623260 76~,168.66,0617,,2592.87,PREAUTHORIZED CREDIT NORIDIAN AZUTMT HCCLAIMPMT 896132663*12623260 76~
2024-02-08T06:00:00+00,deposit,PREAUTHORIZED CREDIT Square Inc 240208P2 240208 L208855779063,265.97,0617,,2858.84,PREAUTHORIZED CREDIT Square Inc 240208P2 240208 L208855779063
2024-02-08T06:00:00+00,transfer,INTERNET/PHONE TRSFR TO ACC XXXXXXX0625 DATE: 02-08-24 TIME: 08:56:26,-515.36,0617,,2343.48,INTERNET/PHONE TRSFR TO ACC XXXXXXX0625 DATE: 02-08-24 TIME: 08:56:26
2024-02-08T06:00:00+00,transfer,INTERNET/PHONE TRSFR TO ACC XXXXXXX0625 DATE: 02-08-24 TIME: 17:08:08,-24.04,0617,,2319.44,INTERNET/PHONE TRSFR TO ACC XXXXXXX0625 DATE: 02-08-24 TIME: 17:08:08
2024-02-08T06:00:00+00,withdrawal,PREAUTHORIZED WD PAY PLUS ACHTrans FeeTransfer REF#14 378112,-55.00,0617,,2264.44,PREAUTHORIZED WD PAY PLUS ACHTrans FeeTransfer REF#14 378112
2024-02-13T06:00:00+00,deposit,PREAUTHORIZED CREDIT AETNA AS01 HCCLAIMPMT 892403801080600*10 66033492\\,173.93,0617,,2438.37,PREAUTHORIZED CREDIT AETNA AS01 HCCLAIMPMT 892403801080600*10 66033492\\
2024-02-14T06:00:00+00,deposit,PREAUTHORIZED CREDIT Square Inc 240214P2 240214 L208856660063,127.96,0617,,2566.33,PREAUTHORIZED CREDIT Square Inc 240214P2 240214 L208856660063
2024-02-14T06:00:00+00,transfer,INTERNET/PHONE TRSFR TO ACC XXXXXXX0625 DATE: 02-14-24 TIME: 16:08:58,-290.30,0617,,2276.03,INTERNET/PHONE TRSFR TO ACC XXXXXXX0625 DATE: 02-14-24 TIME: 16:08:58
2024-02-15T06:00:00+00,deposit,PREAUTHORIZED CREDIT Square Inc 240215P2 240215 L208856861038,72.69,0617,,2348.72,PREAUTHORIZED CREDIT Square Inc 240215P2 240215 L208856861038
2024-02-15T06:00:00+00,deposit,PREAUTHORIZED CREDIT NORIDIAN AZUTMT HCCLAIMPMT 896152089*12623260 76~,67.60,0617,,2416.32,PREAUTHORIZED CREDIT NORIDIAN AZUTMT HCCLAIMPMT 896152089*12623260 76~
2024-02-15T06:00:00+00,transfer,INTERNET/PHONE TRSFR TO ACC XXXXXXX0625 DATE: 02-15-24 TIME: 11:04:01,-134.91,0617,,2281.41,INTERNET/PHONE TRSFR TO ACC XXXXXXX0625 DATE: 02-15-24 TIME: 11:04:01
2024-02-16T06:00:00+00,deposit,PREAUTHORIZED CREDIT Square Inc 240216P2 240216 L208857050208,92.23,0617,,2373.64,PREAUTHORIZED CREDIT Square Inc 240216P2 240216 L208857050208
2024-02-20T06:00:00+00,deposit,PREAUTHORIZED CREDIT NORIDIAN AZUTMT HCCLAIMPMT 896161085*12623260 76~,183.76,0617,,2557.40,PREAUTHORIZED CREDIT NORIDIAN AZUTMT HCCLAIMPMT 896161085*12623260 76~
2024-02-20T06:00:00+00,deposit,PREAUTHORIZED CREDIT PGBA TRICARE TA4 HCCLAIMPMT 5133017044TA4*1571 132733*000000000HE ALTH CARE CLAIM PA YMENT/ADVICE 835~,495.65,0617,,3053.05,PREAUTHORIZED CREDIT PGBA TRICARE TA4 HCCLAIMPMT 5133017044TA4*1571 132733*000000000HE ALTH CARE CLAIM PA YMENT/ADVICE 835~
2024-02-21T06:00:00+00,deposit,PREAUTHORIZED CREDIT AETNA AS01 HCCLAIMPMT 824046000420111*10 66033492\\,111.18,0617,,3164.23,PREAUTHORIZED CREDIT AETNA AS01 HCCLAIMPMT 824046000420111*10 66033492\\
2024-02-21T06:00:00+00,deposit,PREAUTHORIZED CREDIT HMP-UT HCCLAIMPMT 126869134240216*12 08411422\\,74.59,0617,,3238.82,PREAUTHORIZED CREDIT HMP-UT HCCLAIMPMT 126869134240216*12 08411422\\
2024-02-21T06:00:00+00,deposit,PREAUTHORIZED CREDIT NORIDIAN AZUTMT HCCLAIMPMT 896165833*12623260 76~,448.63,0617,,3687.45,PREAUTHORIZED CREDIT NORIDIAN AZUTMT HCCLAIMPMT 896165833*12623260 76~
2024-02-21T06:00:00+00,deposit,PREAUTHORIZED CREDIT Square Inc 240221P2 240221 L208857762493,145.06,0617,,3832.51,PREAUTHORIZED CREDIT Square Inc 240221P2 240221 L208857762493
2024-02-22T06:00:00+00,deposit,PREAUTHORIZED CREDIT Square Inc 240222P2 240222 L208857906840,284.30,0617,,4116.81,PREAUTHORIZED CREDIT Square Inc 240222P2 240222 L208857906840
2024-02-22T06:00:00+00,deposit,PREAUTHORIZED CREDIT PGBA TRICARE TA4 HCCLAIMPMT 5139175046TA4*1571 132733*000000000HE ALTH CARE CLAIM PA YMENT/ADVICE 835~,182.10,0617,,4298.91,PREAUTHORIZED CREDIT PGBA TRICARE TA4 HCCLAIMPMT 5139175046TA4*1571 132733*000000000HE ALTH CARE CLAIM PA YMENT/ADVICE 835~
2024-02-22T06:00:00+00,deposit,PREAUTHORIZED CREDIT HUMANA INS CO HCCLAIMPMT 127172639240220*13 91263473\\,209.96,0617,,4508.87,PREAUTHORIZED CREDIT HUMANA INS CO HCCLAIMPMT 127172639240220*13 91263473\\
2024-02-22T06:00:00+00,transfer,INTERNET/PHONE TRSFR TO ACC XXXXXXX0625 DATE: 02-22-24 TIME: 04:12:22,-2141.98,0617,,2366.89,INTERNET/PHONE TRSFR TO ACC XXXXXXX0625 DATE: 02-22-24 TIME: 04:12:22
2024-02-23T06:00:00+00,deposit,PREAUTHORIZED CREDIT HUMANA INS CO HCCLAIMPMT 127250407240221*13 91263473\\,74.90,0617,,2441.79,PREAUTHORIZED CREDIT HUMANA INS CO HCCLAIMPMT 127250407240221*13 91263473\\
2024-02-23T06:00:00+00,deposit,PREAUTHORIZED CREDIT Square Inc 240223P2 240223 L208858137219,54.34,0617,,2496.13,PREAUTHORIZED CREDIT Square Inc 240223P2 240223 L208858137219
2024-02-26T06:00:00+00,deposit,PREAUTHORIZED CREDIT Square Inc 240226P2 240226 L208858451347,151.08,0617,,2647.21,PREAUTHORIZED CREDIT Square Inc 240226P2 240226 L208858451347
2024-02-26T06:00:00+00,transfer,INTERNET/PHONE TRSFR TO ACC XXXXXXX0625 DATE: 02-26-24 TIME: 11:25:22,-269.56,0617,,2377.65,INTERNET/PHONE TRSFR TO ACC XXXXXXX0625 DATE: 02-26-24 TIME: 11:25:22
2024-02-27T06:00:00+00,deposit,PREAUTHORIZED CREDIT Square Inc 240227P2 240227 L208858642361,184.63,0617,,2562.28,PREAUTHORIZED CREDIT Square Inc 240227P2 240227 L208858642361
2024-02-27T06:00:00+00,deposit,PREAUTHORIZED CREDIT AETNA AS01 HCCLAIMPMT 824053000220812*10 66033492\\,231.81,0617,,2794.09,PREAUTHORIZED CREDIT AETNA AS01 HCCLAIMPMT 824053000220812*10 66033492\\
2024-02-27T06:00:00+00,transfer,INTERNET/PHONE TRSFR TO ACC XXXXXXX0625 DATE: 02-27-24 TIME: 16:31:30,-400.46,0617,,2393.63,INTERNET/PHONE TRSFR TO ACC XXXXXXX0625 DATE: 02-27-24 TIME: 16:31:30
2024-02-28T06:00:00+00,deposit,PREAUTHORIZED CREDIT PGBA TRICARE TR4 HCCLAIMPMT 5254954054TR4*1571 132733*000000000HE ALTH CARE CLAIM PA YMENT/ADVICE 835~,124.36,0617,,2517.99,PREAUTHORIZED CREDIT PGBA TRICARE TR4 HCCLAIMPMT 5254954054TR4*1571 132733*000000000HE ALTH CARE CLAIM PA YMENT/ADVICE 835~
2024-02-28T06:00:00+00,deposit,PREAUTHORIZED CREDIT Square Inc 240228P2 240228 L208858845274,146.63,0617,,2664.62,PREAUTHORIZED CREDIT Square Inc 240228P2 240228 L208858845274
2024-02-28T06:00:00+00,transfer,INTERNET/PHONE TRSFR TO ACC XXXXXXX0625 DATE: 02-28-24 TIME: 07:40:07,-260.59,0617,,2404.03,INTERNET/PHONE TRSFR TO ACC XXXXXXX0625 DATE: 02-28-24 TIME: 07:40:07
2024-02-29T06:00:00+00,deposit,PREAUTHORIZED CREDIT Square Inc 240229P2 240229 L208858989347,301.13,0617,,2705.16,PREAUTHORIZED CREDIT Square Inc 240229P2 240229 L208858989347
2024-02-29T06:00:00+00,fee,SERVICE CHARGE MONTHLY,-5.00,0617,,2700.16,SERVICE CHARGE MONTHLY
2024-03-01T06:00:00+00,deposit,PREAUTHORIZED CREDIT HUMANA INS CO HCCLAIMPMT 127698051240228*13 91263473\\,50.14,0617,,2750.30,PREAUTHORIZED CREDIT HUMANA INS CO HCCLAIMPMT 127698051240228*13 91263473\\
2024-03-01T06:00:00+00,deposit,PREAUTHORIZED CREDIT Square Inc 240301P2 240301 L208859198379,51.98,0617,,2802.28,PREAUTHORIZED CREDIT Square Inc 240301P2 240301 L208859198379
2024-03-04T06:00:00+00,deposit,PREAUTHORIZED CREDIT Square Inc 240304P2 240304 L208859545332,58.19,0617,,2860.47,PREAUTHORIZED CREDIT Square Inc 240304P2 240304 L208859545332
2024-03-04T06:00:00+00,transfer,INTERNET/PHONE TRSFR TO ACC XXXXXXX0625 DATE: 03-02-24 TIME: 11:20:34,-443.73,0617,,2416.74,INTERNET/PHONE TRSFR TO ACC XXXXXXX0625 DATE: 03-02-24 TIME: 11:20:34
2024-03-05T06:00:00+00,deposit,PREAUTHORIZED CREDIT PAY PLUS HCCLAIMPMT 461313630*18701892 37\\,102.03,0617,,2518.77,PREAUTHORIZED CREDIT PAY PLUS HCCLAIMPMT 461313630*18701892 37\\
2024-03-06T06:00:00+00,deposit,PREAUTHORIZED CREDIT Square Inc 240306P2 240306 L208859892631,140.22,0617,,2658.99,PREAUTHORIZED CREDIT Square Inc 240306P2 240306 L208859892631
2024-03-06T06:00:00+00,withdrawal,PREAUTHORIZED WD PAY PLUS ACHTrans FeeTransfer REF#16 617773,-21.92,0617,,2637.07,PREAUTHORIZED WD PAY PLUS ACHTrans FeeTransfer REF#16 617773
2024-03-07T06:00:00+00,deposit,PREAUTHORIZED CREDIT Square Inc 240307P2 240307 L208860107380,94.91,0617,,2731.98,PREAUTHORIZED CREDIT Square Inc 240307P2 240307 L208860107380
2024-03-08T06:00:00+00,deposit,PREAUTHORIZED CREDIT Square Inc 240308P2 240308 L208860279893,41.31,0617,,2773.29,PREAUTHORIZED CREDIT Square Inc 240308P2 240308 L208860279893
2024-03-08T06:00:00+00,transfer,INTERNET/PHONE TRSFR TO ACC XXXXXXX0625 DATE: 03-08-24 TIME: 00:21:31,-363.95,0617,,2409.34,INTERNET/PHONE TRSFR TO ACC XXXXXXX0625 DATE: 03-08-24 TIME: 00:21:31
2024-03-11T06:00:00+00,deposit,PREAUTHORIZED CREDIT Square Inc 240311P2 240311 L208860650769,79.14,0617,,2488.48,PREAUTHORIZED CREDIT Square Inc 240311P2 240311 L208860650769
2024-03-11T06:00:00+00,transfer,INTERNET/PHONE TRSFR TO ACC XXXXXXX0625 DATE: 03-10-24 TIME: 17:45:00,-76.10,0617,,2412.38,INTERNET/PHONE TRSFR TO ACC XXXXXXX0625 DATE: 03-10-24 TIME: 17:45:00
2024-03-12T06:00:00+00,deposit,PREAUTHORIZED CREDIT Square Inc 240312P2 240312 L208860900631,216.52,0617,,2628.90,PREAUTHORIZED CREDIT Square Inc 240312P2 240312 L208860900631
2024-03-13T06:00:00+00,deposit,PREAUTHORIZED CREDIT Square Inc 240313P2 240313 L208861212745,115.92,0617,,2744.82,PREAUTHORIZED CREDIT Square Inc 240313P2 240313 L208861212745
2024-03-14T06:00:00+00,deposit,PREAUTHORIZED CREDIT PGBA TRICARE TA4 HCCLAIMPMT 5157295068TA4*1571 132733*000000000HE ALTH CARE CLAIM PA YMENT/ADVICE 835~,68.48,0617,,2813.30,PREAUTHORIZED CREDIT PGBA TRICARE TA4 HCCLAIMPMT 5157295068TA4*1571 132733*000000000HE ALTH CARE CLAIM PA YMENT/ADVICE 835~
2024-03-14T06:00:00+00,deposit,PREAUTHORIZED CREDIT Square Inc 240314P2 240314 L208861394901,242.42,0617,,3055.72,PREAUTHORIZED CREDIT Square Inc 240314P2 240314 L208861394901
2024-03-15T06:00:00+00,deposit,PREAUTHORIZED CREDIT PGBA TRICARE TA4 HCCLAIMPMT 5158056071TA4*1571 132733*000000000HE ALTH CARE CLAIM PA YMENT/ADVICE 835~,268.18,0617,,3323.90,PREAUTHORIZED CREDIT PGBA TRICARE TA4 HCCLAIMPMT 5158056071TA4*1571 132733*000000000HE ALTH CARE CLAIM PA YMENT/ADVICE 835~
