Posted Date,Type,Description,Amount,Account,Notes,Balance,Raw Description
2025-07-11T06:00:00+00,withdrawal,CHECK 292,-422.21,0625,,74726.95,CHECK 292
2025-07-11T06:00:00+00,deposit,PSHB Utah HCCLAIMPMT 0400002003*1870200 138*870200138\\ PREAUTHORIZED CREDIT,97.75,0625,,74824.70,PSHB Utah HCCLAIMPMT 0400002003*1870200 138*870200138\\ PREAUTHORIZED CREDIT
2025-07-15T06:00:00+00,withdrawal,OVERDRAFT FEE FOR OVERDRAFT CHECK # 292,-5.00,0625,,74819.70,OVERDRAFT FEE FOR OVERDRAFT CHECK # 292
2025-07-15T06:00:00+00,deposit,"SH-SELECTHEALTH, HCCLAIMPMT 25043B1000159989-0 *1870409820*199999 999\\ PREAUTHORIZED CREDIT",244.69,0625,,75064.39,"SH-SELECTHEALTH, HCCLAIMPMT 25043B1000159989-0 *1870409820*199999 999\\ PREAUTHORIZED CREDIT"
2025-07-15T06:00:00+00,deposit,"SH-SELECTHEALTH, HCCLAIMPMT 25043B1000086166-0 *1870409820*199999 999\\ PREAUTHORIZED CREDIT",143.25,0625,,75207.64,"SH-SELECTHEALTH, HCCLAIMPMT 25043B1000086166-0 *1870409820*199999 999\\ PREAUTHORIZED CREDIT"
2025-07-15T06:00:00+00,deposit,"SH-SELECTHEALTH, HCCLAIMPMT 25045B1000078457-0 *1870409820*199999 999\\ PREAUTHORIZED CREDIT",222.03,0625,,75429.67,"SH-SELECTHEALTH, HCCLAIMPMT 25045B1000078457-0 *1870409820*199999 999\\ PREAUTHORIZED CREDIT"
2025-07-15T06:00:00+00,deposit,"SH-SELECTHEALTH, HCCLAIMPMT 25045B1000027798-0 *1870409820*199999 999\\ PREAUTHORIZED CREDIT",110.56,0625,,75540.23,"SH-SELECTHEALTH, HCCLAIMPMT 25045B1000027798-0 *1870409820*199999 999\\ PREAUTHORIZED CREDIT"
2025-07-15T06:00:00+00,deposit,SH-FEDERAL EMPLO HCCLAIMPMT 25045B1000015864-0 *1870409820*199999 999\\ PREAUTHORIZED CREDIT,434.84,0625,,75975.07,SH-FEDERAL EMPLO HCCLAIMPMT 25045B1000015864-0 *1870409820*199999 999\\ PREAUTHORIZED CREDIT
2025-07-16T06:00:00+00,withdrawal,AdvancedMD Fees 250219 76047525 PREAUTHORIZED WD,-324.78,0625,,75650.29,AdvancedMD Fees 250219 76047525 PREAUTHORIZED WD
2025-07-16T06:00:00+00,withdrawal,WEBTIMECLOCK.COM WEBTIMECLK 250219 PREAUTHORIZED WD,-5.00,0625,,75645.29,WEBTIMECLOCK.COM WEBTIMECLK 250219 PREAUTHORIZED WD
2025-07-16T06:00:00+00,deposit,AARP Supplementa HCCLAIMPMT 11205003730*136273 9571*000036273\\ PREAUTHORIZED CREDIT,276.11,0625,,75921.40,AARP Supplementa HCCLAIMPMT 11205003730*136273 9571*000036273\\ PREAUTHORIZED CREDIT
2025-07-17T06:00:00+00,withdrawal,CHECK 295,-357.15,0625,,75564.25,CHECK 295
2025-07-18T06:00:00+00,withdrawal,OVERDRAFT FEE FOR OVERDRAFT CHECK # 295,-5.00,0625,,75559.25,OVERDRAFT FEE FOR OVERDRAFT CHECK # 295
2025-07-18T06:00:00+00,deposit,Optum HCCLAIMPMT 2816777018*1272337 487*0000LIFE1\\ PREAUTHORIZED CREDIT,325.74,0625,,75884.99,Optum HCCLAIMPMT 2816777018*1272337 487*0000LIFE1\\ PREAUTHORIZED CREDIT
2025-07-18T06:00:00+00,deposit,"SH-SELECTHEALTH, HCCLAIMPMT 25050B1000087473-0 *1870409820*199999 999\\ PREAUTHORIZED CREDIT",147.51,0625,,76032.50,"SH-SELECTHEALTH, HCCLAIMPMT 25050B1000087473-0 *1870409820*199999 999\\ PREAUTHORIZED CREDIT"
2025-07-18T06:00:00+00,deposit,Regence BCBSU HCCLAIMPMT 0172271565*1870200 138*870200138\\ PREAUTHORIZED CREDIT,62.42,0625,,76094.92,Regence BCBSU HCCLAIMPMT 0172271565*1870200 138*870200138\\ PREAUTHORIZED CREDIT
2025-07-22T06:00:00+00,deposit,"SH-SELECTHEALTH, HCCLAIMPMT 25052B1000077956-0 *1870409820*199999 999\\ PREAUTHORIZED CREDIT",132.02,0625,,76226.94,"SH-SELECTHEALTH, HCCLAIMPMT 25052B1000077956-0 *1870409820*199999 999\\ PREAUTHORIZED CREDIT"
2025-07-22T06:00:00+00,deposit,"SH-SELECTHEALTH, HCCLAIMPMT 25052B1000039594-0 *1870409820*199999 999\\ PREAUTHORIZED CREDIT",87.92,0625,,76314.86,"SH-SELECTHEALTH, HCCLAIMPMT 25052B1000039594-0 *1870409820*199999 999\\ PREAUTHORIZED CREDIT"
2025-07-23T06:00:00+00,withdrawal,IPFS866-412-1823 IPFSPMTCOD 250226 363105 PREAUTHORIZED WD,-89.14,0625,,76225.72,IPFS866-412-1823 IPFSPMTCOD 250226 363105 PREAUTHORIZED WD
2025-07-23T06:00:00+00,withdrawal,PRACTICE FUSION PRACTICEFU 250226 5831529 PREAUTHORIZED WD,-128.86,0625,,76096.86,PRACTICE FUSION PRACTICEFU 250226 5831529 PREAUTHORIZED WD
2025-07-24T06:00:00+00,withdrawal,INTUIT PAYROLL S QUICKBOOKS 250227 465698325 PREAUTHORIZED WD,-430.51,0625,,75666.35,INTUIT PAYROLL S QUICKBOOKS 250227 465698325 PREAUTHORIZED WD
2025-07-25T06:00:00+00,withdrawal,OVERDRAFT FEE FOR OVERDRAFT PREAUTHORIZED WD 021000023602683,-55.00,0625,,75611.35,OVERDRAFT FEE FOR OVERDRAFT PREAUTHORIZED WD 021000023602683
2025-07-25T06:00:00+00,fee,SERVICE CHARGE MONTHLY,-5.00,0625,,75606.35,SERVICE CHARGE MONTHLY
2025-07-25T06:00:00+00,deposit,"SH-SELECTHEALTH, HCCLAIMPMT 25057B1000163499-0 *1870409820*199999 999\\ PREAUTHORIZED CREDIT",68.92,0625,,75675.27,"SH-SELECTHEALTH, HCCLAIMPMT 25057B1000163499-0 *1870409820*199999 999\\ PREAUTHORIZED CREDIT"
2025-07-25T06:00:00+00,deposit,Regence BCBSU HCCLAIMPMT 0172275601*1870200 138*870200138\\ PREAUTHORIZED CREDIT,76.76,0625,,75752.03,Regence BCBSU HCCLAIMPMT 0172275601*1870200 138*870200138\\ PREAUTHORIZED CREDIT
2025-07-25T06:00:00+00,deposit,UNITEDHEALTHCARE HCCLAIMPMT W314770590*1411289 245*000087726\\ PREAUTHORIZED CREDIT,115.59,0625,,75867.62,UNITEDHEALTHCARE HCCLAIMPMT W314770590*1411289 245*000087726\\ PREAUTHORIZED CREDIT
2025-07-28T06:00:00+00,withdrawal,CHECK 296,-245.96,0625,,75621.66,CHECK 296
2025-07-29T06:00:00+00,withdrawal,OVERDRAFT FEE FOR OVERDRAFT CHECK # 296,-4.30,0625,,75617.36,OVERDRAFT FEE FOR OVERDRAFT CHECK # 296
2025-07-29T06:00:00+00,deposit,"SH-SELECTHEALTH, HCCLAIMPMT 25059B1000075804-0 *1870409820*199999 999\\ PREAUTHORIZED CREDIT",216.90,0625,,75834.26,"SH-SELECTHEALTH, HCCLAIMPMT 25059B1000075804-0 *1870409820*199999 999\\ PREAUTHORIZED CREDIT"
2025-07-30T06:00:00+00,withdrawal,Mountain View Se Product 250305 PREAUTHORIZED WD,-102.09,0625,,75732.17,Mountain View Se Product 250305 PREAUTHORIZED WD
2025-07-30T06:00:00+00,deposit,AARP Supplementa HCCLAIMPMT 11213073845*136273 9571*000036273\\ PREAUTHORIZED CREDIT,67.59,0625,,75799.76,AARP Supplementa HCCLAIMPMT 11213073845*136273 9571*000036273\\ PREAUTHORIZED CREDIT
2025-07-31T06:00:00+00,withdrawal,SPANISH FORK CIT DEBITS 250306 PREAUTHORIZED WD,-74.03,0625,,75725.73,SPANISH FORK CIT DEBITS 250306 PREAUTHORIZED WD
2025-07-31T06:00:00+00,deposit,UnitedHealthcare HCCLAIMPMT 37015900*141128924 5*000087726\\ PREAUTHORIZED CREDIT,120.71,0625,,75846.44,UnitedHealthcare HCCLAIMPMT 37015900*141128924 5*000087726\\ PREAUTHORIZED CREDIT
2025-08-01T06:00:00+00,withdrawal,WITHDRAWAL,-105.59,0625,,75740.85,WITHDRAWAL
2025-08-01T06:00:00+00,deposit,SH-RIO TINTO AME HCCLAIMPMT 25064B1000030870-0 *1870409820*199999 999\\ PREAUTHORIZED CREDIT,58.14,0625,,75798.99,SH-RIO TINTO AME HCCLAIMPMT 25064B1000030870-0 *1870409820*199999 999\\ PREAUTHORIZED CREDIT
2025-08-01T06:00:00+00,deposit,Regence BCBSU HCCLAIMPMT 0172280416*1870200 138*870200138\\ PREAUTHORIZED CREDIT,62.15,0625,,75861.14,Regence BCBSU HCCLAIMPMT 0172280416*1870200 138*870200138\\ PREAUTHORIZED CREDIT
2025-08-01T06:00:00+00,deposit,UNITEDHEALTHCARE HCCLAIMPMT W315499504*1411289 245*000087726\\ PREAUTHORIZED CREDIT,95.62,0625,,75956.76,UNITEDHEALTHCARE HCCLAIMPMT W315499504*1411289 245*000087726\\ PREAUTHORIZED CREDIT
2025-08-01T06:00:00+00,deposit,"SH-SELECTHEALTH, HCCLAIMPMT 25064B1000170509-0 *1870409820*199999 999\\ PREAUTHORIZED CREDIT",224.53,0625,,76181.29,"SH-SELECTHEALTH, HCCLAIMPMT 25064B1000170509-0 *1870409820*199999 999\\ PREAUTHORIZED CREDIT"
2025-08-04T06:00:00+00,withdrawal,CHECK 297,-520.43,0625,,75660.86,CHECK 297
2025-08-07T06:00:00+00,withdrawal,INTUIT PAYROLL S QUICKBOOKS 250313 465698325 PREAUTHORIZED WD,-1251.71,0625,,74409.15,INTUIT PAYROLL S QUICKBOOKS 250313 465698325 PREAUTHORIZED WD
2025-08-08T06:00:00+00,deposit,Regence BCBSU - HCCLAIMPMT 0241011677*1870200 138*870200138\\ PREAUTHORIZED CREDIT,116.59,0625,,74525.74,Regence BCBSU - HCCLAIMPMT 0241011677*1870200 138*870200138\\ PREAUTHORIZED CREDIT
2025-08-08T06:00:00+00,deposit,"SH-SELECTHEALTH, HCCLAIMPMT 25071B1000185245-0 *1870409820*199999 999\\ PREAUTHORIZED CREDIT",170.10,0625,,74695.84,"SH-SELECTHEALTH, HCCLAIMPMT 25071B1000185245-0 *1870409820*199999 999\\ PREAUTHORIZED CREDIT"
2025-08-12T06:00:00+00,withdrawal,CHECK 299,-392.29,0625,,74303.55,CHECK 299
2025-08-12T06:00:00+00,withdrawal,AdvancedMD Fees 250318 76047525 PREAUTHORIZED WD,-415.39,0625,,73888.16,AdvancedMD Fees 250318 76047525 PREAUTHORIZED WD
2025-08-13T06:00:00+00,withdrawal,COMCAST CABLE 250319 PREAUTHORIZED WD,-112.28,0625,,73775.88,COMCAST CABLE 250319 PREAUTHORIZED WD
2025-08-13T06:00:00+00,withdrawal,WEBTIMECLOCK.COM WEBTIMECLK 250319 PREAUTHORIZED WD,-55.00,0625,,73720.88,WEBTIMECLOCK.COM WEBTIMECLK 250319 PREAUTHORIZED WD
2025-08-13T06:00:00+00,deposit,Optum HCCLAIMPMT 2860944384*1272337 487*0000LIFE1\\ PREAUTHORIZED CREDIT,115.43,0625,,73836.31,Optum HCCLAIMPMT 2860944384*1272337 487*0000LIFE1\\ PREAUTHORIZED CREDIT
2025-08-14T06:00:00+00,withdrawal,OVERDRAFT FEE FOR OVERDRAFT PREAUTHORIZED WD 021000022597149,-35.00,0625,,73801.31,OVERDRAFT FEE FOR OVERDRAFT PREAUTHORIZED WD 021000022597149
2025-08-15T06:00:00+00,deposit,"SH-SELECTHEALTH, HCCLAIMPMT 25078B1000194072-0 *1870409820*199999 999\\ PREAUTHORIZED CREDIT",65.05,0625,,73866.36,"SH-SELECTHEALTH, HCCLAIMPMT 25078B1000194072-0 *1870409820*199999 999\\ PREAUTHORIZED CREDIT"
2025-08-15T06:00:00+00,deposit,UNITEDHEALTHCARE HCCLAIMPMT W317000867*1411289 245*000087726\\ PREAUTHORIZED CREDIT,94.64,0625,,73961.00,UNITEDHEALTHCARE HCCLAIMPMT W317000867*1411289 245*000087726\\ PREAUTHORIZED CREDIT
2025-08-15T06:00:00+00,deposit,"SH-SELECTHEALTH, HCCLAIMPMT 25078B1000078674-0 *1870409820*199999 999\\ PREAUTHORIZED CREDIT",142.96,0625,,74103.96,"SH-SELECTHEALTH, HCCLAIMPMT 25078B1000078674-0 *1870409820*199999 999\\ PREAUTHORIZED CREDIT"
2025-08-15T06:00:00+00,deposit,National Foundat HCCLAIMPMT 2865831240*1731187 572*0000USHA1\\ PREAUTHORIZED CREDIT,75.17,0625,,74179.13,National Foundat HCCLAIMPMT 2865831240*1731187 572*0000USHA1\\ PREAUTHORIZED CREDIT
2025-08-19T06:00:00+00,withdrawal,IPFS866-412-1823 IPFSPMTCOD 250325 363105 PREAUTHORIZED WD,-85.45,0625,,74093.68,IPFS866-412-1823 IPFSPMTCOD 250325 363105 PREAUTHORIZED WD
2025-08-19T06:00:00+00,deposit,"SH-SELECTHEALTH, HCCLAIMPMT 25080B1000092675-0 *1870409820*199999 999\\ PREAUTHORIZED CREDIT",185.35,0625,,74279.03,"SH-SELECTHEALTH, HCCLAIMPMT 25080B1000092675-0 *1870409820*199999 999\\ PREAUTHORIZED CREDIT"
2025-08-19T06:00:00+00,deposit,"SH-SELECTHEALTH, HCCLAIMPMT 25080B1000032485-0 *1870409820*199999 999\\ PREAUTHORIZED CREDIT",189.94,0625,,74468.97,"SH-SELECTHEALTH, HCCLAIMPMT 25080B1000032485-0 *1870409820*199999 999\\ PREAUTHORIZED CREDIT"
2025-08-20T06:00:00+00,withdrawal,PRACTICE FUSION PRACTICEFU 250326 6374714 PREAUTHORIZED WD,-122.65,0625,,74346.32,PRACTICE FUSION PRACTICEFU 250326 6374714 PREAUTHORIZED WD
2025-08-21T06:00:00+00,withdrawal,INTUIT PAYROLL S QUICKBOOKS 250327 465698325 PREAUTHORIZED WD,-922.16,0625,,73424.16,INTUIT PAYROLL S QUICKBOOKS 250327 465698325 PREAUTHORIZED WD
2025-08-22T06:00:00+00,withdrawal,OVERDRAFT FEE FOR OVERDRAFT PREAUTHORIZED WD 021000029250735,-12.73,0625,,73411.43,OVERDRAFT FEE FOR OVERDRAFT PREAUTHORIZED WD 021000029250735
2025-08-22T06:00:00+00,deposit,"SH-SELECTHEALTH, HCCLAIMPMT 25085B1000174762-0 *1870409820*199999 999\\ PREAUTHORIZED CREDIT",185.68,0625,,73597.11,"SH-SELECTHEALTH, HCCLAIMPMT 25085B1000174762-0 *1870409820*199999 999\\ PREAUTHORIZED CREDIT"
2025-08-25T06:00:00+00,withdrawal,CHECK 298,-629.02,0625,,72968.09,CHECK 298
2025-08-25T06:00:00+00,fee,SERVICE CHARGE MONTHLY,-5.00,0625,,72963.09,SERVICE CHARGE MONTHLY
2025-08-26T05:00:00+00,withdrawal,OVERDRAFT FEE FOR OVERDRAFT CHECK # 298,-55.00,0625,,72908.09,OVERDRAFT FEE FOR OVERDRAFT CHECK # 298
2025-08-26T05:00:00+00,withdrawal,CHECK 253,-952.88,0625,,71955.21,CHECK 253
2025-08-27T05:00:00+00,withdrawal,CHECK 254,-554.00,0625,,71401.21,CHECK 254
2025-08-28T05:00:00+00,deposit,UMR HCCLAIMPMT CF9492610978423508 5005693*1391995276 *0000UMR01\\ PREAUTHORIZED CREDIT,145.03,0625,,71546.24,UMR HCCLAIMPMT CF9492610978423508 5005693*1391995276 *0000UMR01\\ PREAUTHORIZED CREDIT
2025-08-29T05:00:00+00,deposit,"SH-SELECTHEALTH, HCCLAIMPMT 25092B1000165837-0 *1870409820*199999 999\\ PREAUTHORIZED CREDIT",147.23,0625,,71693.47,"SH-SELECTHEALTH, HCCLAIMPMT 25092B1000165837-0 *1870409820*199999 999\\ PREAUTHORIZED CREDIT"
2025-08-29T05:00:00+00,deposit,"SH-SELECTHEALTH, HCCLAIMPMT 25092B1000068703-0 *1870409820*199999 999\\ PREAUTHORIZED CREDIT",245.91,0625,,71939.38,"SH-SELECTHEALTH, HCCLAIMPMT 25092B1000068703-0 *1870409820*199999 999\\ PREAUTHORIZED CREDIT"
2025-08-29T05:00:00+00,deposit,PSHB Utah HCCLAIMPMT 0400006503*1870200 138*870200138\\ PREAUTHORIZED CREDIT,121.82,0625,,72061.20,PSHB Utah HCCLAIMPMT 0400006503*1870200 138*870200138\\ PREAUTHORIZED CREDIT
2025-08-29T05:00:00+00,deposit,Regence BCBSU - HCCLAIMPMT 0241013037*1870200 138*870200138\\ PREAUTHORIZED CREDIT,56.66,0625,,72117.86,Regence BCBSU - HCCLAIMPMT 0241013037*1870200 138*870200138\\ PREAUTHORIZED CREDIT
2025-08-29T05:00:00+00,deposit,Regence BCBSU HCCLAIMPMT 0172298512*1870200 138*870200138\\ PREAUTHORIZED CREDIT,125.06,0625,,72242.92,Regence BCBSU HCCLAIMPMT 0172298512*1870200 138*870200138\\ PREAUTHORIZED CREDIT
2025-09-01T05:00:00+00,withdrawal,CHECK 255,-361.98,0625,,71880.94,CHECK 255
2025-09-03T05:00:00+00,deposit,UnitedHealthcare HCCLAIMPMT 38173434*141128924 5*000087726\\ PREAUTHORIZED CREDIT,208.64,0625,,72089.58,UnitedHealthcare HCCLAIMPMT 38173434*141128924 5*000087726\\ PREAUTHORIZED CREDIT
2025-09-04T05:00:00+00,withdrawal,CHECK 256,-440.64,0625,,71648.94,CHECK 256
2025-09-04T05:00:00+00,withdrawal,INTUIT PAYROLL S QUICKBOOKS 250410 465698325 PREAUTHORIZED WD,-1273.22,0625,,70375.72,INTUIT PAYROLL S QUICKBOOKS 250410 465698325 PREAUTHORIZED WD
2025-09-05T05:00:00+00,withdrawal,OVERDRAFT FEE FOR OVERDRAFT CHECK # 256,-35.00,0625,,70340.72,OVERDRAFT FEE FOR OVERDRAFT CHECK # 256
2025-09-05T05:00:00+00,withdrawal,CHECK 257,-572.97,0625,,69767.75,CHECK 257
2025-09-09T05:00:00+00,withdrawal,CHECK 300,-418.51,0625,,69349.24,CHECK 300
2025-09-09T05:00:00+00,deposit,"SH-SELECTHEALTH, HCCLAIMPMT 25101B1000063342-0 *1870409820*199999 999\\ PREAUTHORIZED CREDIT",114.21,0625,,69463.45,"SH-SELECTHEALTH, HCCLAIMPMT 25101B1000063342-0 *1870409820*199999 999\\ PREAUTHORIZED CREDIT"
2025-09-11T05:00:00+00,withdrawal,CHECK 258,-295.35,0625,,69168.10,CHECK 258
2025-09-11T05:00:00+00,withdrawal,AdvancedMD Fees 250417 76047525 PREAUTHORIZED WD,-427.11,0625,,68740.99,AdvancedMD Fees 250417 76047525 PREAUTHORIZED WD
2025-09-11T05:00:00+00,other,PRENOTIFICATION DR UTAH801/297-7703 TAX PAYMNT 250417,-238.83,0625,,68502.16,PRENOTIFICATION DR UTAH801/297-7703 TAX PAYMNT 250417
2025-09-12T05:00:00+00,withdrawal,SPANISH FORK CIT DEBITS 250418 PREAUTHORIZED WD,-14.20,0625,,68487.96,SPANISH FORK CIT DEBITS 250418 PREAUTHORIZED WD
2025-09-12T05:00:00+00,deposit,"SH-SELECTHEALTH, HCCLAIMPMT 25106B1000164449-0 *1870409820*199999 999\\ PREAUTHORIZED CREDIT",116.81,0625,,68604.77,"SH-SELECTHEALTH, HCCLAIMPMT 25106B1000164449-0 *1870409820*199999 999\\ PREAUTHORIZED CREDIT"
2025-09-12T05:00:00+00,deposit,UNITEDHEALTHCARE HCCLAIMPMT W319944995*1411289 245*000087726\\ PREAUTHORIZED CREDIT,74.06,0625,,68678.83,UNITEDHEALTHCARE HCCLAIMPMT W319944995*1411289 245*000087726\\ PREAUTHORIZED CREDIT
2025-09-12T05:00:00+00,deposit,Regence BCBSU HCCLAIMPMT 0172306395*1870200 138*870200138\\ PREAUTHORIZED CREDIT,145.26,0625,,68824.09,Regence BCBSU HCCLAIMPMT 0172306395*1870200 138*870200138\\ PREAUTHORIZED CREDIT
2025-09-12T05:00:00+00,deposit,"SH-SELECTHEALTH, HCCLAIMPMT 25106B1000086716-0 *1870409820*199999 999\\ PREAUTHORIZED CREDIT",124.93,0625,,68949.02,"SH-SELECTHEALTH, HCCLAIMPMT 25106B1000086716-0 *1870409820*199999 999\\ PREAUTHORIZED CREDIT"
2025-09-15T05:00:00+00,withdrawal,WEBTIMECLOCK.COM WEBTIMECLK 250421 PREAUTHORIZED WD,-35.00,0625,,68914.02,WEBTIMECLOCK.COM WEBTIMECLK 250421 PREAUTHORIZED WD
2025-09-16T05:00:00+00,deposit,"SH-SELECTHEALTH, HCCLAIMPMT 25108B1000067890-0 *1870409820*199999 999\\ PREAUTHORIZED CREDIT",190.04,0625,,69104.06,"SH-SELECTHEALTH, HCCLAIMPMT 25108B1000067890-0 *1870409820*199999 999\\ PREAUTHORIZED CREDIT"
2025-09-17T05:00:00+00,withdrawal,UTAH801/297-7703 TAX PAYMNT 250423 PREAUTHORIZED WD,-131.14,0625,,68972.92,UTAH801/297-7703 TAX PAYMNT 250423 PREAUTHORIZED WD
2025-09-18T05:00:00+00,withdrawal,INTUIT PAYROLL S QUICKBOOKS 250424 465698325 PREAUTHORIZED WD,-552.49,0625,,68420.43,INTUIT PAYROLL S QUICKBOOKS 250424 465698325 PREAUTHORIZED WD
2025-09-19T05:00:00+00,withdrawal,OVERDRAFT FEE FOR OVERDRAFT PREAUTHORIZED WD 021000023465422,-35.00,0625,,68385.43,OVERDRAFT FEE FOR OVERDRAFT PREAUTHORIZED WD 021000023465422
2025-09-19T05:00:00+00,deposit,"SH-SELECTHEALTH, HCCLAIMPMT 25113B1000176881-0 *1870409820*199999 999\\ PREAUTHORIZED CREDIT",163.87,0625,,68549.30,"SH-SELECTHEALTH, HCCLAIMPMT 25113B1000176881-0 *1870409820*199999 999\\ PREAUTHORIZED CREDIT"
2025-09-19T05:00:00+00,deposit,"SH-SELECTHEALTH, HCCLAIMPMT 25113B1000092734-0 *1870409820*199999 999\\ PREAUTHORIZED CREDIT",318.41,0625,,68867.71,"SH-SELECTHEALTH, HCCLAIMPMT 25113B1000092734-0 *1870409820*199999 999\\ PREAUTHORIZED CREDIT"
2025-09-22T05:00:00+00,withdrawal,IPFS866-412-1823 IPFSPMTCOD 250428 363105 PREAUTHORIZED WD,-207.56,0625,,68660.15,IPFS866-412-1823 IPFSPMTCOD 250428 363105 PREAUTHORIZED WD
2025-09-22T05:00:00+00,withdrawal,PRACTICE FUSION PRACTICEFU 250428 7544110 PREAUTHORIZED WD,-42.56,0625,,68617.59,PRACTICE FUSION PRACTICEFU 250428 7544110 PREAUTHORIZED WD
2025-09-23T05:00:00+00,withdrawal,OVERDRAFT FEE FOR OVERDRAFT PREAUTHORIZED WD 101000013803503,-55.00,0625,,68562.59,OVERDRAFT FEE FOR OVERDRAFT PREAUTHORIZED WD 101000013803503
2025-09-23T05:00:00+00,withdrawal,WORKFORCE SERVIC UTAH UITAX 250429 2188080 PREAUTHORIZED WD,-198.68,0625,,68363.91,WORKFORCE SERVIC UTAH UITAX 250429 2188080 PREAUTHORIZED WD
2025-09-23T05:00:00+00,deposit,"SH-SELECTHEALTH, HCCLAIMPMT 25115B1000072364-0 *1870409820*199999 999\\ PREAUTHORIZED CREDIT",147.43,0625,,68511.34,"SH-SELECTHEALTH, HCCLAIMPMT 25115B1000072364-0 *1870409820*199999 999\\ PREAUTHORIZED CREDIT"
2025-09-24T05:00:00+00,fee,SERVICE CHARGE MONTHLY,-22.08,0625,,68489.26,SERVICE CHARGE MONTHLY
2025-09-26T05:00:00+00,deposit,"SH-SELECTHEALTH, HCCLAIMPMT 25120B1000145611-0 *1870409820*199999 999\\ PREAUTHORIZED CREDIT",77.96,0625,,68567.22,"SH-SELECTHEALTH, HCCLAIMPMT 25120B1000145611-0 *1870409820*199999 999\\ PREAUTHORIZED CREDIT"
2025-09-26T05:00:00+00,deposit,UNITEDHEALTHCARE HCCLAIMPMT W321423731*1411289 245*000087726\\ PREAUTHORIZED CREDIT,365.26,0625,,68932.48,UNITEDHEALTHCARE HCCLAIMPMT W321423731*1411289 245*000087726\\ PREAUTHORIZED CREDIT
2025-09-30T05:00:00+00,withdrawal,AMAZON MARKETPLA INTERNET 250506 PREAUTHORIZED WD,-208.72,0625,,68723.76,AMAZON MARKETPLA INTERNET 250506 PREAUTHORIZED WD
2025-09-30T05:00:00+00,deposit,"SH-SELECTHEALTH, HCCLAIMPMT 25122B1000089650-0 *1870409820*199999 999\\ PREAUTHORIZED CREDIT",216.14,0625,,68939.90,"SH-SELECTHEALTH, HCCLAIMPMT 25122B1000089650-0 *1870409820*199999 999\\ PREAUTHORIZED CREDIT"
2025-09-30T05:00:00+00,deposit,"SH-SELECTHEALTH, HCCLAIMPMT 25122B1000044437-0 *1870409820*199999 999\\ PREAUTHORIZED CREDIT",143.83,0625,,69083.73,"SH-SELECTHEALTH, HCCLAIMPMT 25122B1000044437-0 *1870409820*199999 999\\ PREAUTHORIZED CREDIT"
2025-09-30T05:00:00+00,deposit,UNITEDHEALTHCARE HCCLAIMPMT W321695594*1411289 245*000087726\\ PREAUTHORIZED CREDIT,136.57,0625,,69220.30,UNITEDHEALTHCARE HCCLAIMPMT W321695594*1411289 245*000087726\\ PREAUTHORIZED CREDIT
2025-10-01T05:00:00+00,withdrawal,CHECK 259,-408.09,0625,,68812.21,CHECK 259
2025-10-02T05:00:00+00,withdrawal,INTUIT PAYROLL S QUICKBOOKS 250508 465698325 PREAUTHORIZED WD,-1222.64,0625,,67589.57,INTUIT PAYROLL S QUICKBOOKS 250508 465698325 PREAUTHORIZED WD
2025-10-03T05:00:00+00,withdrawal,OVERDRAFT FEE FOR OVERDRAFT PREAUTHORIZED WD 021000022459760,-5.00,0625,,67584.57,OVERDRAFT FEE FOR OVERDRAFT PREAUTHORIZED WD 021000022459760
2025-10-03T05:00:00+00,deposit,Regence BCBSU HCCLAIMPMT 0172320180*1870200 138*870200138\\ PREAUTHORIZED CREDIT,227.42,0625,,67811.99,Regence BCBSU HCCLAIMPMT 0172320180*1870200 138*870200138\\ PREAUTHORIZED CREDIT
2025-10-03T05:00:00+00,deposit,Regence BCBSU - HCCLAIMPMT 0241014432*1870200 138*870200138\\ PREAUTHORIZED CREDIT,71.46,0625,,67883.45,Regence BCBSU - HCCLAIMPMT 0241014432*1870200 138*870200138\\ PREAUTHORIZED CREDIT
2025-10-03T05:00:00+00,deposit,PSHB Utah HCCLAIMPMT 0400009175*1870200 138*870200138\\ PREAUTHORIZED CREDIT,108.90,0625,,67992.35,PSHB Utah HCCLAIMPMT 0400009175*1870200 138*870200138\\ PREAUTHORIZED CREDIT
2025-10-07T05:00:00+00,withdrawal,AMAZON MARKETPLA INTERNET 250513 PREAUTHORIZED WD,-91.48,0625,,67900.87,AMAZON MARKETPLA INTERNET 250513 PREAUTHORIZED WD
2025-10-07T05:00:00+00,deposit,"SH-SELECTHEALTH, HCCLAIMPMT 25129B1000103087-0 *1870409820*199999 999\\ PREAUTHORIZED CREDIT",81.55,0625,,67982.42,"SH-SELECTHEALTH, HCCLAIMPMT 25129B1000103087-0 *1870409820*199999 999\\ PREAUTHORIZED CREDIT"
2025-10-10T05:00:00+00,withdrawal,AdvancedMD Fees 250516 76047525 PREAUTHORIZED WD,-246.50,0625,,67735.92,AdvancedMD Fees 250516 76047525 PREAUTHORIZED WD
2025-10-10T05:00:00+00,deposit,"SH-SELECTHEALTH, HCCLAIMPMT 25134B1000162181-0 *1870409820*199999 999\\ PREAUTHORIZED CREDIT",117.40,0625,,67853.32,"SH-SELECTHEALTH, HCCLAIMPMT 25134B1000162181-0 *1870409820*199999 999\\ PREAUTHORIZED CREDIT"
