Posted Date,Type,Description,Amount,Account,Notes,Balance,Raw Description
2024-06-04T06:00:00+00,transfer,INTERNET/PHONE TRSFR FR ACC XXXXXXX0617 DATE: 01-09-24 TIME: 12:44:26,807.29,0625-b,,5514.67,INTERNET/PHONE TRSFR FR ACC XXXXXXX0617 DATE: 01-09-24 TIME: 12:44:26
2024-06-04T06:00:00+00,deposit,"PREAUTHORIZED CREDIT SH-SELECTHEALTH, HCCLAIMPMT 24005B1000030266-0 *1870409820*199999 999\\",393.90,0625-b,,5908.57,"PREAUTHORIZED CREDIT SH-SELECTHEALTH, HCCLAIMPMT 24005B1000030266-0 *1870409820*199999 999\\"
2024-06-05T06:00:00+00,withdrawal,CHECK,-169.26,0625-b,,5739.31,CHECK
2024-06-05T06:00:00+00,withdrawal,PREAUTHORIZED WD AMAZON MARKETPLA INTERNET 240110,-118.84,0625-b,,5620.47,PREAUTHORIZED WD AMAZON MARKETPLA INTERNET 240110
2024-06-06T06:00:00+00,withdrawal,CHECK,-587.88,0625-b,,5032.59,CHECK
2024-06-07T06:00:00+00,withdrawal,CHECK,-580.68,0625-b,,4451.91,CHECK
2024-06-07T06:00:00+00,withdrawal,PREAUTHORIZED WD COMCAST CABLE 240112,-218.25,0625-b,,4233.66,PREAUTHORIZED WD COMCAST CABLE 240112
2024-06-07T06:00:00+00,deposit,PREAUTHORIZED CREDIT UNITEDHEALTHCARE HCCLAIMPMT 1TZ68432290*141128 9245*000087726\\,300.22,0625-b,,4533.88,PREAUTHORIZED CREDIT UNITEDHEALTHCARE HCCLAIMPMT 1TZ68432290*141128 9245*000087726\\
2024-06-07T06:00:00+00,deposit,"PREAUTHORIZED CREDIT SH-SELECTHEALTH, HCCLAIMPMT 24010B1000065577-0 *1870409820*199999 999\\",426.36,0625-b,,4960.24,"PREAUTHORIZED CREDIT SH-SELECTHEALTH, HCCLAIMPMT 24010B1000065577-0 *1870409820*199999 999\\"
2024-06-07T06:00:00+00,deposit,"PREAUTHORIZED CREDIT SH-SELECTHEALTH, HCCLAIMPMT 24010B1000130234-0 *1870409820*199999 999\\",188.33,0625-b,,5148.57,"PREAUTHORIZED CREDIT SH-SELECTHEALTH, HCCLAIMPMT 24010B1000130234-0 *1870409820*199999 999\\"
2024-06-11T06:00:00+00,transfer,INTERNET/PHONE TRSFR FR ACC XXXXXXX0617 DATE: 01-15-24 TIME: 16:54:04,1220.46,0625-b,,6369.03,INTERNET/PHONE TRSFR FR ACC XXXXXXX0617 DATE: 01-15-24 TIME: 16:54:04
2024-06-12T06:00:00+00,withdrawal,CHECK,-396.14,0625-b,,5972.89,CHECK
2024-06-12T06:00:00+00,deposit,PREAUTHORIZED CREDIT SH-FEDERAL EMPLO HCCLAIMPMT 24012B1000020999-0 *1870409820*199999 999\\,634.24,0625-b,,6607.13,PREAUTHORIZED CREDIT SH-FEDERAL EMPLO HCCLAIMPMT 24012B1000020999-0 *1870409820*199999 999\\
2024-06-12T06:00:00+00,deposit,"PREAUTHORIZED CREDIT SH-SELECTHEALTH, HCCLAIMPMT 24012B1000091670-0 *1870409820*199999 999\\",309.23,0625-b,,6916.36,"PREAUTHORIZED CREDIT SH-SELECTHEALTH, HCCLAIMPMT 24012B1000091670-0 *1870409820*199999 999\\"
2024-06-13T06:00:00+00,withdrawal,PREAUTHORIZED WD INTUIT PAYROLL S QUICKBOOKS 240118 465698325,-1057.43,0625-b,,5858.93,PREAUTHORIZED WD INTUIT PAYROLL S QUICKBOOKS 240118 465698325
2024-06-13T06:00:00+00,withdrawal,PREAUTHORIZED WD ADVANCEDMD SOFTW DEBIT 240118,-516.66,0625-b,,5342.27,PREAUTHORIZED WD ADVANCEDMD SOFTW DEBIT 240118
2024-06-13T06:00:00+00,transfer,INTERNET/PHONE TRSFR FR ACC XXXXXXX0617 DATE: 01-18-24 TIME: 07:39:10,1435.65,0625-b,,6777.92,INTERNET/PHONE TRSFR FR ACC XXXXXXX0617 DATE: 01-18-24 TIME: 07:39:10
2024-06-14T06:00:00+00,withdrawal,CHECK,-594.56,0625-b,,6183.36,CHECK
2024-06-14T06:00:00+00,withdrawal,CHECK,-217.85,0625-b,,5965.51,CHECK
2024-06-14T06:00:00+00,withdrawal,PREAUTHORIZED WD WEBTIMECLOCK.COM WEBTIMECLK 240119,-5.00,0625-b,,5960.51,PREAUTHORIZED WD WEBTIMECLOCK.COM WEBTIMECLK 240119
2024-06-14T06:00:00+00,deposit,"PREAUTHORIZED CREDIT SH-SELECTHEALTH, HCCLAIMPMT 24017B1000130916-0 *1870409820*199999 999\\",319.34,0625-b,,6279.85,"PREAUTHORIZED CREDIT SH-SELECTHEALTH, HCCLAIMPMT 24017B1000130916-0 *1870409820*199999 999\\"
2024-06-18T06:00:00+00,transfer,INTERNET/PHONE TRSFR FR ACC XXXXXXX0617 DATE: 01-23-24 TIME: 12:17:48,595.62,0625-b,,6875.47,INTERNET/PHONE TRSFR FR ACC XXXXXXX0617 DATE: 01-23-24 TIME: 12:17:48
2024-06-18T06:00:00+00,deposit,"PREAUTHORIZED CREDIT SH-SELECTHEALTH, HCCLAIMPMT 24019B1000028537-0 *1870409820*199999 999\\",498.24,0625-b,,7373.71,"PREAUTHORIZED CREDIT SH-SELECTHEALTH, HCCLAIMPMT 24019B1000028537-0 *1870409820*199999 999\\"
2024-06-18T06:00:00+00,deposit,"PREAUTHORIZED CREDIT SH-SELECTHEALTH, HCCLAIMPMT 24019B1000067296-0 *1870409820*199999 999\\",946.57,0625-b,,8320.28,"PREAUTHORIZED CREDIT SH-SELECTHEALTH, HCCLAIMPMT 24019B1000067296-0 *1870409820*199999 999\\"
2024-06-19T06:00:00+00,withdrawal,CHECK,-382.45,0625-b,,7937.83,CHECK
2024-06-20T06:00:00+00,withdrawal,CHECK,-170.41,0625-b,,7767.42,CHECK
2024-06-20T06:00:00+00,transfer,INTERNET/PHONE TRSFR FR ACC XXXXXXX0617 DATE: 01-25-24 TIME: 17:46:35,402.85,0625-b,,8170.27,INTERNET/PHONE TRSFR FR ACC XXXXXXX0617 DATE: 01-25-24 TIME: 17:46:35
2024-06-21T06:00:00+00,deposit,"PREAUTHORIZED CREDIT SH-SELECTHEALTH, HCCLAIMPMT 24024B1000140559-0 *1870409820*199999 999\\",579.29,0625-b,,8749.56,"PREAUTHORIZED CREDIT SH-SELECTHEALTH, HCCLAIMPMT 24024B1000140559-0 *1870409820*199999 999\\"
2024-06-21T06:00:00+00,deposit,"PREAUTHORIZED CREDIT SH-SELECTHEALTH, HCCLAIMPMT 24024B1000064327-0 *1870409820*199999 999\\",599.73,0625-b,,9349.29,"PREAUTHORIZED CREDIT SH-SELECTHEALTH, HCCLAIMPMT 24024B1000064327-0 *1870409820*199999 999\\"
2024-06-24T06:00:00+00,withdrawal,PREAUTHORIZED WD WORKFORCE SERVIC UTAH UITAX 240129 1985961,-63.85,0625-b,,9285.44,PREAUTHORIZED WD WORKFORCE SERVIC UTAH UITAX 240129 1985961
2024-06-24T06:00:00+00,transfer,INTERNET/PHONE TRSFR FR ACC XXXXXXX0617 DATE: 01-29-24 TIME: 20:49:21,46.53,0625-b,,9331.97,INTERNET/PHONE TRSFR FR ACC XXXXXXX0617 DATE: 01-29-24 TIME: 20:49:21
2024-06-25T06:00:00+00,withdrawal,CHECK,-822.83,0625-b,,8509.14,CHECK
2024-06-25T06:00:00+00,deposit,"PREAUTHORIZED CREDIT SH-SELECTHEALTH, HCCLAIMPMT 24026B1000032537-0 *1870409820*199999 999\\",281.89,0625-b,,8791.03,"PREAUTHORIZED CREDIT SH-SELECTHEALTH, HCCLAIMPMT 24026B1000032537-0 *1870409820*199999 999\\"
2024-06-25T06:00:00+00,deposit,"PREAUTHORIZED CREDIT SH-SELECTHEALTH, HCCLAIMPMT 24026B1000074044-0 *1870409820*199999 999\\",795.35,0625-b,,9586.38,"PREAUTHORIZED CREDIT SH-SELECTHEALTH, HCCLAIMPMT 24026B1000074044-0 *1870409820*199999 999\\"
2024-06-25T06:00:00+00,deposit,PREAUTHORIZED CREDIT Oxford Health Pl HCCLAIMPMT 24999982*152244375 1*000006111\\,365.74,0625-b,,9952.12,PREAUTHORIZED CREDIT Oxford Health Pl HCCLAIMPMT 24999982*152244375 1*000006111\\
2024-06-26T06:00:00+00,transfer,INTERNET/PHONE TRSFR FR ACC XXXXXXX0617 DATE: 01-31-24 TIME: 18:01:52,599.57,0625-b,,10551.69,INTERNET/PHONE TRSFR FR ACC XXXXXXX0617 DATE: 01-31-24 TIME: 18:01:52
2024-06-26T06:00:00+00,deposit,PREAUTHORIZED CREDIT AARP Supplementa HCCLAIMPMT 91018025362*136273 9571*000036273\\,465.92,0625-b,,11017.61,PREAUTHORIZED CREDIT AARP Supplementa HCCLAIMPMT 91018025362*136273 9571*000036273\\
2024-06-27T06:00:00+00,withdrawal,PREAUTHORIZED WD INTUIT PAYROLL S QUICKBOOKS 240201 465698325,-643.48,0625-b,,10374.13,PREAUTHORIZED WD INTUIT PAYROLL S QUICKBOOKS 240201 465698325
2024-06-27T06:00:00+00,withdrawal,PREAUTHORIZED WD FCF ACH PAYMNT 240201 WB77114,-162.51,0625-b,,10211.62,PREAUTHORIZED WD FCF ACH PAYMNT 240201 WB77114
2024-06-27T06:00:00+00,transfer,INTERNET/PHONE TRSFR FR ACC XXXXXXX0617 DATE: 02-01-24 TIME: 07:58:49,587.30,0625-b,,10798.92,INTERNET/PHONE TRSFR FR ACC XXXXXXX0617 DATE: 02-01-24 TIME: 07:58:49
2024-06-28T06:00:00+00,withdrawal,OVERDRAFT FEE FOR OVERDRAFT PREAUTHORIZED WD 021000025091596,-9.79,0625-b,,10789.13,OVERDRAFT FEE FOR OVERDRAFT PREAUTHORIZED WD 021000025091596
2024-06-28T06:00:00+00,transfer,INTERNET/PHONE TRSFR FR ACC XXXXXXX0617 DATE: 02-02-24 TIME: 13:48:56,18.22,0625-b,,10807.35,INTERNET/PHONE TRSFR FR ACC XXXXXXX0617 DATE: 02-02-24 TIME: 13:48:56
2024-07-01T06:00:00+00,transfer,INTERNET/PHONE TRSFR FR ACC XXXXXXX0617 DATE: 02-05-24 TIME: 11:48:47,18.22,0625-b,,10825.57,INTERNET/PHONE TRSFR FR ACC XXXXXXX0617 DATE: 02-05-24 TIME: 11:48:47
2024-07-02T06:00:00+00,withdrawal,CHECK,-248.87,0625-b,,10576.70,CHECK
2024-07-02T06:00:00+00,transfer,INTERNET/PHONE TRSFR FR ACC XXXXXXX0617 DATE: 02-06-24 TIME: 07:36:02,181.34,0625-b,,10758.04,INTERNET/PHONE TRSFR FR ACC XXXXXXX0617 DATE: 02-06-24 TIME: 07:36:02
2024-07-02T06:00:00+00,deposit,"PREAUTHORIZED CREDIT SH-SELECTHEALTH, HCCLAIMPMT 24033B1000159260-0 *1870409820*199999 999\\",442.32,0625-b,,11200.36,"PREAUTHORIZED CREDIT SH-SELECTHEALTH, HCCLAIMPMT 24033B1000159260-0 *1870409820*199999 999\\"
2024-07-02T06:00:00+00,deposit,"PREAUTHORIZED CREDIT SH-SELECTHEALTH, HCCLAIMPMT 24033B1000089042-0 *1870409820*199999 999\\",223.10,0625-b,,11423.46,"PREAUTHORIZED CREDIT SH-SELECTHEALTH, HCCLAIMPMT 24033B1000089042-0 *1870409820*199999 999\\"
2024-07-03T06:00:00+00,withdrawal,OVERDRAFT FEE FOR OVERDRAFT CHECK # 177,-30.10,0625-b,,11393.36,OVERDRAFT FEE FOR OVERDRAFT CHECK # 177
2024-07-03T06:00:00+00,transfer,INTERNET/PHONE TRSFR FR ACC XXXXXXX0617 DATE: 02-07-24 TIME: 06:07:37,21.93,0625-b,,11415.29,INTERNET/PHONE TRSFR FR ACC XXXXXXX0617 DATE: 02-07-24 TIME: 06:07:37
2024-07-04T06:00:00+00,withdrawal,OVERDRAFT FEE FOR CONTINUOUS OD ON 02-07-24,-55.00,0625-b,,11360.29,OVERDRAFT FEE FOR CONTINUOUS OD ON 02-07-24
2024-07-04T06:00:00+00,transfer,INTERNET/PHONE TRSFR FR ACC XXXXXXX0617 DATE: 02-08-24 TIME: 08:56:26,40.08,0625-b,,11400.37,INTERNET/PHONE TRSFR FR ACC XXXXXXX0617 DATE: 02-08-24 TIME: 08:56:26
2024-07-04T06:00:00+00,transfer,INTERNET/PHONE TRSFR FR ACC XXXXXXX0617 DATE: 02-08-24 TIME: 17:08:08,18.22,0625-b,,11418.59,INTERNET/PHONE TRSFR FR ACC XXXXXXX0617 DATE: 02-08-24 TIME: 17:08:08
2024-07-05T06:00:00+00,withdrawal,OVERDRAFT FEE FOR CONTINUOUS OD ON 02-08-24,-55.00,0625-b,,11363.59,OVERDRAFT FEE FOR CONTINUOUS OD ON 02-08-24
2024-07-05T06:00:00+00,deposit,"PREAUTHORIZED CREDIT SH-SELECTHEALTH, HCCLAIMPMT 24038B1000081422-0 *1870409820*199999 999\\",514.14,0625-b,,11877.73,"PREAUTHORIZED CREDIT SH-SELECTHEALTH, HCCLAIMPMT 24038B1000081422-0 *1870409820*199999 999\\"
2024-07-05T06:00:00+00,deposit,PREAUTHORIZED CREDIT AARP Supplementa HCCLAIMPMT 91022731312*136273 9571*000036273\\,675.91,0625-b,,12553.64,PREAUTHORIZED CREDIT AARP Supplementa HCCLAIMPMT 91022731312*136273 9571*000036273\\
2024-07-09T06:00:00+00,deposit,"PREAUTHORIZED CREDIT SH-SELECTHEALTH, HCCLAIMPMT 24040B1000081783-0 *1870409820*199999 999\\",209.90,0625-b,,12763.54,"PREAUTHORIZED CREDIT SH-SELECTHEALTH, HCCLAIMPMT 24040B1000081783-0 *1870409820*199999 999\\"
2024-07-10T06:00:00+00,transfer,INTERNET/PHONE TRSFR FR ACC XXXXXXX0617 DATE: 02-14-24 TIME: 16:08:58,40.08,0625-b,,12803.62,INTERNET/PHONE TRSFR FR ACC XXXXXXX0617 DATE: 02-14-24 TIME: 16:08:58
2024-07-11T06:00:00+00,withdrawal,PREAUTHORIZED WD INTUIT PAYROLL S QUICKBOOKS 240215 465698325,-1294.95,0625-b,,11508.67,PREAUTHORIZED WD INTUIT PAYROLL S QUICKBOOKS 240215 465698325
2024-07-11T06:00:00+00,transfer,INTERNET/PHONE TRSFR FR ACC XXXXXXX0617 DATE: 02-15-24 TIME: 11:04:01,943.59,0625-b,,12452.26,INTERNET/PHONE TRSFR FR ACC XXXXXXX0617 DATE: 02-15-24 TIME: 11:04:01
2024-07-12T06:00:00+00,deposit,"PREAUTHORIZED CREDIT SH-SELECTHEALTH, HCCLAIMPMT 24045B1000141082-0 *1870409820*199999 999\\",146.75,0625-b,,12599.01,"PREAUTHORIZED CREDIT SH-SELECTHEALTH, HCCLAIMPMT 24045B1000141082-0 *1870409820*199999 999\\"
2024-07-12T06:00:00+00,deposit,PREAUTHORIZED CREDIT Optum HCCLAIMPMT 2225334788*1272337 487*0000LIFE1\\,238.26,0625-b,,12837.27,PREAUTHORIZED CREDIT Optum HCCLAIMPMT 2225334788*1272337 487*0000LIFE1\\
2024-07-16T06:00:00+00,withdrawal,PREAUTHORIZED WD COMCAST CABLE 240220,-252.85,0625-b,,12584.42,PREAUTHORIZED WD COMCAST CABLE 240220
2024-07-16T06:00:00+00,withdrawal,PREAUTHORIZED WD ADVANCEDMD SOFTW DEBIT 240220,-514.01,0625-b,,12070.41,PREAUTHORIZED WD ADVANCEDMD SOFTW DEBIT 240220
2024-07-16T06:00:00+00,withdrawal,PREAUTHORIZED WD WEBTIMECLOCK.COM WEBTIMECLK 240220,-55.00,0625-b,,12015.41,PREAUTHORIZED WD WEBTIMECLOCK.COM WEBTIMECLK 240220
2024-07-17T06:00:00+00,deposit,"PREAUTHORIZED CREDIT SH-SELECTHEALTH, HCCLAIMPMT 24047B1000080026-0 *1870409820*199999 999\\",193.14,0625-b,,12208.55,"PREAUTHORIZED CREDIT SH-SELECTHEALTH, HCCLAIMPMT 24047B1000080026-0 *1870409820*199999 999\\"
2024-07-17T06:00:00+00,deposit,PREAUTHORIZED CREDIT UNIVERSITY HEALT HCCLAIMPMT 700266188*18760005 25\\,682.83,0625-b,,12891.38,PREAUTHORIZED CREDIT UNIVERSITY HEALT HCCLAIMPMT 700266188*18760005 25\\
2024-07-18T06:00:00+00,withdrawal,CHECK,-415.42,0625-b,,12475.96,CHECK
2024-07-18T06:00:00+00,transfer,INTERNET/PHONE TRSFR FR ACC XXXXXXX0617 DATE: 02-22-24 TIME: 04:12:22,901.57,0625-b,,13377.53,INTERNET/PHONE TRSFR FR ACC XXXXXXX0617 DATE: 02-22-24 TIME: 04:12:22
2024-07-19T06:00:00+00,deposit,PREAUTHORIZED CREDIT United HealthCar HCCLAIMPMT 1SG14092777*141128 9245*000087726\\,398.91,0625-b,,13776.44,PREAUTHORIZED CREDIT United HealthCar HCCLAIMPMT 1SG14092777*141128 9245*000087726\\
2024-07-19T06:00:00+00,deposit,"PREAUTHORIZED CREDIT SH-SELECTHEALTH, HCCLAIMPMT 24052B1000083297-0 *1870409820*199999 999\\",177.70,0625-b,,13954.14,"PREAUTHORIZED CREDIT SH-SELECTHEALTH, HCCLAIMPMT 24052B1000083297-0 *1870409820*199999 999\\"
2024-07-22T06:00:00+00,transfer,INTERNET/PHONE TRSFR FR ACC XXXXXXX0617 DATE: 02-26-24 TIME: 11:25:22,18.22,0625-b,,13972.36,INTERNET/PHONE TRSFR FR ACC XXXXXXX0617 DATE: 02-26-24 TIME: 11:25:22
2024-07-23T06:00:00+00,transfer,INTERNET/PHONE TRSFR FR ACC XXXXXXX0617 DATE: 02-27-24 TIME: 16:31:30,18.22,0625-b,,13990.58,INTERNET/PHONE TRSFR FR ACC XXXXXXX0617 DATE: 02-27-24 TIME: 16:31:30
2024-07-23T06:00:00+00,deposit,PREAUTHORIZED CREDIT Optum HCCLAIMPMT 2242774501*1272337 487*0000LIFE1\\,686.57,0625-b,,14677.15,PREAUTHORIZED CREDIT Optum HCCLAIMPMT 2242774501*1272337 487*0000LIFE1\\
2024-07-24T06:00:00+00,withdrawal,CHECK,-574.21,0625-b,,14102.94,CHECK
2024-07-24T06:00:00+00,withdrawal,CHECK,-182.18,0625-b,,13920.76,CHECK
2024-07-24T06:00:00+00,withdrawal,PREAUTHORIZED WD FCF ACH PAYMNT 240228 WB77114,-262.74,0625-b,,13658.02,PREAUTHORIZED WD FCF ACH PAYMNT 240228 WB77114
2024-07-24T06:00:00+00,transfer,INTERNET/PHONE TRSFR FR ACC XXXXXXX0617 DATE: 02-28-24 TIME: 07:40:07,742.61,0625-b,,14400.63,INTERNET/PHONE TRSFR FR ACC XXXXXXX0617 DATE: 02-28-24 TIME: 07:40:07
2024-07-25T06:00:00+00,withdrawal,PREAUTHORIZED WD INTUIT PAYROLL S QUICKBOOKS 240229 465698325,-1327.74,0625-b,,13072.89,PREAUTHORIZED WD INTUIT PAYROLL S QUICKBOOKS 240229 465698325
2024-07-25T06:00:00+00,fee,SERVICE CHARGE MONTHLY,-35.00,0625-b,,13037.89,SERVICE CHARGE MONTHLY
2024-07-25T06:00:00+00,deposit,PREAUTHORIZED CREDIT UnitedHealthcare HCCLAIMPMT 25863300*141128924 5*000087726\\,211.30,0625-b,,13249.19,PREAUTHORIZED CREDIT UnitedHealthcare HCCLAIMPMT 25863300*141128924 5*000087726\\
2024-07-26T06:00:00+00,deposit,PREAUTHORIZED CREDIT UHC Benefits Pla HCCLAIMPMT 1SW14413684*147322 1444*000087726\\,121.30,0625-b,,13370.49,PREAUTHORIZED CREDIT UHC Benefits Pla HCCLAIMPMT 1SW14413684*147322 1444*000087726\\
2024-07-26T06:00:00+00,deposit,"PREAUTHORIZED CREDIT SH-SELECTHEALTH, HCCLAIMPMT 24059B1000084824-0 *1870409820*199999 999\\",281.92,0625-b,,13652.41,"PREAUTHORIZED CREDIT SH-SELECTHEALTH, HCCLAIMPMT 24059B1000084824-0 *1870409820*199999 999\\"
2024-07-29T06:00:00+00,transfer,INTERNET/PHONE TRSFR FR ACC XXXXXXX0617 DATE: 03-02-24 TIME: 11:20:34,992.99,0625-b,,14645.40,INTERNET/PHONE TRSFR FR ACC XXXXXXX0617 DATE: 03-02-24 TIME: 11:20:34
2024-07-30T06:00:00+00,withdrawal,CHECK,-369.37,0625-b,,14276.03,CHECK
2024-07-31T06:00:00+00,withdrawal,PREAUTHORIZED WD QuestarGas QuestarGas 240306,-72.89,0625-b,,14203.14,PREAUTHORIZED WD QuestarGas QuestarGas 240306
2024-08-01T06:00:00+00,deposit,PREAUTHORIZED CREDIT AARP Supplementa HCCLAIMPMT 91035270889*136273 9571*000036273\\,138.40,0625-b,,14341.54,PREAUTHORIZED CREDIT AARP Supplementa HCCLAIMPMT 91035270889*136273 9571*000036273\\
2024-08-02T06:00:00+00,transfer,INTERNET/PHONE TRSFR FR ACC XXXXXXX0617 DATE: 03-08-24 TIME: 00:21:31,322.26,0625-b,,14663.80,INTERNET/PHONE TRSFR FR ACC XXXXXXX0617 DATE: 03-08-24 TIME: 00:21:31
2024-08-02T06:00:00+00,deposit,PREAUTHORIZED CREDIT UNITEDHEALTHCARE HCCLAIMPMT 1TZ73767199*141128 9245*000087726\\,452.67,0625-b,,15116.47,PREAUTHORIZED CREDIT UNITEDHEALTHCARE HCCLAIMPMT 1TZ73767199*141128 9245*000087726\\
2024-08-02T06:00:00+00,deposit,PREAUTHORIZED CREDIT UNITEDHEALTHCARE HCCLAIMPMT 1TZ73844771*141128 9245*000087726\\,169.86,0625-b,,15286.33,PREAUTHORIZED CREDIT UNITEDHEALTHCARE HCCLAIMPMT 1TZ73844771*141128 9245*000087726\\
2024-08-05T06:00:00+00,withdrawal,CHECK,-262.50,0625-b,,15023.83,CHECK
2024-08-05T06:00:00+00,transfer,INTERNET/PHONE TRSFR FR ACC XXXXXXX0617 DATE: 03-10-24 TIME: 17:45:00,191.28,0625-b,,15215.11,INTERNET/PHONE TRSFR FR ACC XXXXXXX0617 DATE: 03-10-24 TIME: 17:45:00
2024-08-06T06:00:00+00,deposit,"PREAUTHORIZED CREDIT SH-SELECTHEALTH, HCCLAIMPMT 24068B1000050615-0 *1870409820*199999 999\\",643.93,0625-b,,15859.04,"PREAUTHORIZED CREDIT SH-SELECTHEALTH, HCCLAIMPMT 24068B1000050615-0 *1870409820*199999 999\\"
2024-08-07T06:00:00+00,deposit,PREAUTHORIZED CREDIT UnitedHealthcare HCCLAIMPMT 26163605*141128924 5*000087726\\,276.59,0625-b,,16135.63,PREAUTHORIZED CREDIT UnitedHealthcare HCCLAIMPMT 26163605*141128924 5*000087726\\
2024-08-08T06:00:00+00,deposit,PREAUTHORIZED CREDIT Oxford Health Pl HCCLAIMPMT 26168690*152244375 1*000006111\\,798.86,0625-b,,16934.49,PREAUTHORIZED CREDIT Oxford Health Pl HCCLAIMPMT 26168690*152244375 1*000006111\\
2024-08-09T06:00:00+00,withdrawal,PREAUTHORIZED WD QuestarGas QuestarGas 240315,-123.63,0625-b,,16810.86,PREAUTHORIZED WD QuestarGas QuestarGas 240315
2024-08-09T06:00:00+00,transfer,INTERNET/PHONE TRSFR FR ACC XXXXXXX0617 DATE: 03-15-24 TIME: 21:11:31,90.09,0625-b,,16900.95,INTERNET/PHONE TRSFR FR ACC XXXXXXX0617 DATE: 03-15-24 TIME: 21:11:31
2024-08-09T06:00:00+00,deposit,"PREAUTHORIZED CREDIT SH-SELECTHEALTH, HCCLAIMPMT 24073B1000106991-0 *1870409820*199999 999\\",272.06,0625-b,,17173.01,"PREAUTHORIZED CREDIT SH-SELECTHEALTH, HCCLAIMPMT 24073B1000106991-0 *1870409820*199999 999\\"
2024-08-09T06:00:00+00,deposit,PREAUTHORIZED CREDIT UNITEDHEALTHCARE HCCLAIMPMT 1TZ74448253*141128 9245*000087726\\,386.66,0625-b,,17559.67,PREAUTHORIZED CREDIT UNITEDHEALTHCARE HCCLAIMPMT 1TZ74448253*141128 9245*000087726\\
2024-08-09T06:00:00+00,deposit,"PREAUTHORIZED CREDIT SH-SELECTHEALTH, HCCLAIMPMT 24073B1000051622-0 *1870409820*199999 999\\",226.66,0625-b,,17786.33,"PREAUTHORIZED CREDIT SH-SELECTHEALTH, HCCLAIMPMT 24073B1000051622-0 *1870409820*199999 999\\"
